SingleCopyOG,Name,Product,Pathway,Orthogroup
OG0003068::H1,PDIL1-4,Protein disulfide isomerase-like 1-4,Protein processing / export,OG0003068
OG0003085::H1,HSP23.6,23.6 kDa heat shock protein%2C mitochondrial,Protein processing / export,OG0003085
OG0003085::H2,HSP23,Small heat shock protein%2C chloroplastic,Protein processing / export,OG0003085
OG0003137::H1,SEC11C,Signal peptidase complex catalytic subunit SEC11C,Protein processing / export,OG0003137
OG0003137::H2,Sec11a,Signal peptidase complex catalytic subunit SEC11A,Protein processing / export,OG0003137
OG0003382::H1,ubxn1,UBX domain-containing protein 1,Protein processing / export,OG0003382
OG0003382::H2,ubxn1,UBX domain-containing protein 1,Protein processing / export,OG0003382
OG0003428::H1,At3g07100,Protein transport protein Sec24-like At3g07100,Protein processing / export,OG0003428
OG0003443::H2,GET3B,ATPase GET3B,Protein processing / export,OG0003443
OG0018774::H1,GET3B,ATPase GET3B,Protein processing / export,OG0018774
OG0003443::H1,GET3B,ATPase GET3B,Protein processing / export,OG0003443
OG0003472::H1,RMA3,E3 ubiquitin-protein ligase RMA3,Protein processing / export,OG0003472
OG0003472::H2,RMA3,E3 ubiquitin-protein ligase RMA3,Protein processing / export,OG0003472
OG0003596::H1,At2g21160,Translocon-associated protein subunit alpha,Protein processing / export,OG0003596
OG0003596::H2,At2g21160,Translocon-associated protein subunit alpha,Protein processing / export,OG0003596
OG0003740::H2,DER1,Derlin-1,Protein processing / export,OG0003740
OG0003740::H1,DER1,Derlin-1,Protein processing / export,OG0003740
OG0003779::H1,,Calnexin homolog,Protein processing / export,OG0003779
OG0003779::H2,,Calnexin homolog,Protein processing / export,OG0003779
OG0003815::H1,SEC31B,Protein transport protein SEC31 homolog B,Protein processing / export,OG0003815
OG0003815::H2,SEC31B,Protein transport protein SEC31 homolog B,Protein processing / export,OG0003815
OG0003894::H1,MDC12.19,Protein GET4,Protein processing / export,OG0003894
OG0003894::H2,MDC12.19,Protein GET4,Protein processing / export,OG0003894
OG0003894::NA,MDC12.19,Protein GET4,Protein processing / export,OG0003894
OG0003895::H1,At2g40290,Eukaryotic translation initiation factor 2 subunit alpha homolog,Protein processing / export,OG0003895
OG0003895::H2,At2g40290,Eukaryotic translation initiation factor 2 subunit alpha homolog,Protein processing / export,OG0003895
OG0003963::H2,CEF,Protein transport protein Sec24-like CEF,Protein processing / export,OG0003963
OG0003963::H1,CEF,Protein transport protein Sec24-like CEF,Protein processing / export,OG0003963
OG0003963::NA,At4g32640,Protein transport protein Sec24-like At4g32640,Protein processing / export,OG0003963
OG0004001::H1,SSR2,Translocon-associated protein subunit beta,Protein processing / export,OG0004001
OG0004001::H2,SSR2,Translocon-associated protein subunit beta,Protein processing / export,OG0004001
OG0004026::H1,,Signal recognition particle 54 kDa protein 2,Protein processing / export,OG0004026
OG0004026::H2,,Signal recognition particle 54 kDa protein 2,Protein processing / export,OG0004026
OG0004062::H1,,Calreticulin,Protein processing / export,OG0004062
OG0004062::H2,,Calreticulin,Protein processing / export,OG0004062
OG0004159::H1,sec62,Translocation protein sec62,Protein processing / export,OG0004159
OG0004159::H2,SEC62,Translocation protein SEC62,Protein processing / export,OG0004159
OG0004212::H1,RIN2,E3 ubiquitin protein ligase RIN2,Protein processing / export,OG0004212
OG0004212::H2,RIN2,E3 ubiquitin protein ligase RIN2,Protein processing / export,OG0004212
OG0004246::H1,,Probable protein disulfide-isomerase A6,Protein processing / export,OG0004246
OG0004246::H2,PDIL2-2,Probable protein disulfide-isomerase A6,Protein processing / export,OG0004246
OG0004286::H1,Srpra,Signal recognition particle receptor subunit alpha,Protein processing / export,OG0004286
OG0004286::H2,Srpra,Signal recognition particle receptor subunit alpha,Protein processing / export,OG0004286
OG0004289::H1,AERO2,Endoplasmic reticulum oxidoreductin-2,Protein processing / export,OG0004289
OG0004289::H2,AERO2,Endoplasmic reticulum oxidoreductin-2,Protein processing / export,OG0004289
OG0004432::H1,CRT3,Calreticulin-3,Protein processing / export,OG0004432
OG0004432::H2,CRT3,Calreticulin-3,Protein processing / export,OG0004432
OG0004499::H1,SUD1,Probable E3 ubiquitin ligase SUD1,Protein processing / export,OG0004499
OG0004499::H2,SUD1,Probable E3 ubiquitin ligase SUD1,Protein processing / export,OG0004499
OG0004557::H1,srprb,Signal recognition particle receptor subunit beta,Protein processing / export,OG0004557
OG0004583::H1,SRP19,Signal recognition particle 19 kDa protein,Protein processing / export,OG0004583
OG0004671::H1,SUD1,Probable E3 ubiquitin ligase SUD1,Protein processing / export,OG0004671
OG0004709::H1,ERDJ3B,DnaJ protein ERDJ3B,Protein processing / export,OG0004709
OG0004709::H2,ERDJ3B,DnaJ protein ERDJ3B,Protein processing / export,OG0004709
OG0004766::H1,ERDJ2A,DnaJ protein ERDJ2A,Protein processing / export,OG0004766
OG0004816::H1,DER2.2,Derlin-2.2,Protein processing / export,OG0004816
OG0004816::H2,DER2,Derlin-2,Protein processing / export,OG0004816
OG0042657::H2,DER2.2,Derlin-2.2,Protein processing / export,OG0042657
OG0004917::H1,OsI_01383,Glucosidase 2 subunit beta,Protein processing / export,OG0004917
OG0004917::H2,OsI_01383,Glucosidase 2 subunit beta,Protein processing / export,OG0004917
OG0005003::H1,At2g22425,Signal peptidase complex subunit 1,Protein processing / export,OG0005003
OG0005003::H2,At2g22425,Signal peptidase complex subunit 1,Protein processing / export,OG0005003
OG0005068::H1,SRP68,Signal recognition particle subunit SRP68,Protein processing / export,OG0005068
OG0005068::H2,SRP68,Signal recognition particle subunit SRP68,Protein processing / export,OG0005068
OG0005124::H1,At2g39960,Signal peptidase complex subunit 2,Protein processing / export,OG0005124
OG0005124::H2,At2g39960,Signal peptidase complex subunit 2,Protein processing / export,OG0005124
OG0005124::NA,At2g39960,Signal peptidase complex subunit 2,Protein processing / export,OG0005124
OG0005188::H1,GET3A,ATPase GET3A,Protein processing / export,OG0005188
OG0005188::H2,GET3A,ATPase GET3A,Protein processing / export,OG0005188
OG0005255::H1,SUD1,Probable E3 ubiquitin ligase SUD1,Protein processing / export,OG0005255
OG0005531::H1,PDIL2-2,Protein disulfide-isomerase like 2-2,Protein processing / export,OG0005531
OG0005531::H2,PDIL2-2,Protein disulfide-isomerase like 2-2,Protein processing / export,OG0005531
OG0005719::H1,HSP90,Endoplasmin homolog,Protein processing / export,OG0005719
OG0005719::H2,HSP90,Endoplasmin homolog,Protein processing / export,OG0005719
OG0005719::NA,HSP90-7,Endoplasmin homolog,Protein processing / export,OG0005719
OG0005923::H2,ATJ49,Chaperone protein dnaJ 49,Protein processing / export,OG0005923
OG0006263::H2,ATJ49,Chaperone protein dnaJ 49,Protein processing / export,OG0006263
OG0006306::H1,SBT6.1,Subtilisin-like protease SBT6.1,Protein processing / export,OG0006306
OG0006306::H2,SBT6.1,Subtilisin-like protease SBT6.1,Protein processing / export,OG0006306
OG0006327::H1,FES1,Hsp70 nucleotide exchange factor FES1,Protein processing / export,OG0006327
OG0006327::H2,fes1,Hsp70 nucleotide exchange factor fes1,Protein processing / export,OG0006327
OG0006350::H2,immp2l,Mitochondrial inner membrane protease subunit 2,Protein processing / export,OG0006350
OG0006405::H1,OTU2,OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 2,Protein processing / export,OG0006405
OG0006405::H2,OTU2,OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 2,Protein processing / export,OG0006405
OG0006413::H1,GET1,Protein GET1,Protein processing / export,OG0006413
OG0006527::H1,SRP14,Signal recognition particle 14 kDa protein,Protein processing / export,OG0006527
OG0006527::H2,SRP14,Signal recognition particle 14 kDa protein,Protein processing / export,OG0006527
OG0006665::H1,TATA,Sec-independent protein translocase protein TATA%2C chloroplastic,Protein processing / export,OG0006665
OG0006665::NA,TATA,Sec-independent protein translocase protein TATA%2C chloroplastic,Protein processing / export,OG0006665
OG0006826::H1,,hypothetical protein,Protein processing / export,OG0006826
OG0006826::H2,,hypothetical protein,Protein processing / export,OG0006826
OG0006947::H1,HSP70-17,Heat shock 70 kDa protein 17,Protein processing / export,OG0006947
OG0006947::H2,HSP70-17,Heat shock 70 kDa protein 17,Protein processing / export,OG0006947
OG0007031::H1,PDIL5-2,Protein disulfide-isomerase 5-2,Protein processing / export,OG0007031
OG0007031::H2,PDIL5-2,Protein disulfide-isomerase 5-2,Protein processing / export,OG0007031
OG0007031::NA,PDIL5-2,Protein disulfide-isomerase 5-2,Protein processing / export,OG0007031
OG0007254::H1,PHF1,SEC12-like protein 1,Protein processing / export,OG0007254
OG0007254::H2,PHF1,SEC12-like protein 1,Protein processing / export,OG0007254
OG0007298::H1,HRD3A,ERAD-associated E3 ubiquitin-protein ligase component HRD3A,Protein processing / export,OG0007298
OG0007437::H1,P58IPK,DnaJ protein P58IPK homolog,Protein processing / export,OG0007437
OG0007437::H2,P58IPK,DnaJ protein P58IPK homolog,Protein processing / export,OG0007437
OG0007508::H1,At3g63000,NPL4-like protein 1,Protein processing / export,OG0007508
OG0007508::H2,At3g63000,NPL4-like protein 1,Protein processing / export,OG0007508
OG0007676::H1,MNS5,Alpha-mannosidase I MNS5,Protein processing / export,OG0007676
OG0007676::H2,MNS5,Alpha-mannosidase I MNS5,Protein processing / export,OG0007676
OG0007710::H1,SRP72,Signal recognition particle subunit SRP72,Protein processing / export,OG0007710
OG0007715::H1,Sgtb,Small glutamine-rich tetratricopeptide repeat-containing protein beta,Protein processing / export,OG0007715
OG0007715::H2,Sgtb,Small glutamine-rich tetratricopeptide repeat-containing protein beta,Protein processing / export,OG0007715
OG0007962::H2,FFC,Signal recognition particle 54 kDa protein%2C chloroplastic,Protein processing / export,OG0007962
OG0008061::H1,CPFTSY,Cell division protein FtsY homolog%2C chloroplastic,Protein processing / export,OG0008061
OG0008061::H2,CPFTSY,Cell division protein FtsY homolog%2C chloroplastic,Protein processing / export,OG0008061
OG0025228::NA,CPFTSY,Cell division protein FtsY homolog%2C chloroplastic,Protein processing / export,OG0025228
OG0008211::H1,Plaa,Phospholipase A-2-activating protein,Protein processing / export,OG0008211
OG0008211::H2,Plaa,Phospholipase A-2-activating protein,Protein processing / export,OG0008211
OG0008228::H1,FES1,Hsp70 nucleotide exchange factor FES1,Protein processing / export,OG0008228
OG0008228::H2,FES1,Hsp70 nucleotide exchange factor FES1,Protein processing / export,OG0008228
OG0008323::H1,SRP9,Signal recognition particle 9 kDa protein,Protein processing / export,OG0008323
OG0008379::H2,UGGT,UDP-glucose:glycoprotein glucosyltransferase,Protein processing / export,OG0008379
OG0008386::H1,TATC,Sec-independent protein translocase protein TATC%2C chloroplastic,Protein processing / export,OG0008386
OG0008459::H1,PNG1,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,Protein processing / export,OG0008459
OG0042352::H2,PNG1,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,Protein processing / export,OG0042352
OG0008594::H1,STL2P,SEC12-like protein 2,Protein processing / export,OG0008594
OG0008594::H2,STL2P,SEC12-like protein 2,Protein processing / export,OG0008594
OG0008604::H2,OS9,Protein OS-9 homolog,Protein processing / export,OG0008604
OG0008793::H2,At3g54130,Ataxin-3 homolog,Protein processing / export,OG0008793
OG0008835::H1,ATJ49,Chaperone protein dnaJ 49,Protein processing / export,OG0008835
OG0008835::H2,ATJ49,Chaperone protein dnaJ 49,Protein processing / export,OG0008835
OG0009072::H1,HSP90-5,Heat shock protein 90-5%2C chloroplastic,Protein processing / export,OG0009072
OG0009072::H2,HSP90-5,Heat shock protein 90-5%2C chloroplastic,Protein processing / export,OG0009072
OG0020746::H2,HSP90-5,Heat shock protein 90-5%2C chloroplastic,Protein processing / export,OG0020746
OG0009097::H1,tmem208,Transmembrane protein 208 homolog,Protein processing / export,OG0009097
OG0056411::H2,SUD1,Probable E3 ubiquitin ligase SUD1,Protein processing / export,OG0056411
OG0009237::H2,PUX2,Plant UBX domain-containing protein 2,Protein processing / export,OG0009237
OG0025920::H2,PUX2,Plant UBX domain-containing protein 2,Protein processing / export,OG0025920
OG0034606::H2,PUX2,Plant UBX domain-containing protein 2,Protein processing / export,OG0034606
OG0009316::H1,HSP21,Heat shock protein 21%2C chloroplastic,Protein processing / export,OG0009316
OG0042834::H1,HSP21,Heat shock protein 21%2C chloroplastic,Protein processing / export,OG0042834
OG0009367::H2,HSP22.0,22.0 kDa heat shock protein,Protein processing / export,OG0009367
OG0009568::H2,S2P,Membrane-bound transcription factor site-2 protease homolog,Protein processing / export,OG0009568
OG0009835::H2,HSP90-6,Heat shock protein 90-6%2C mitochondrial,Protein processing / export,OG0009835
OG0010318::H1,PDIL1-6,Protein disulfide isomerase-like 1-6,Protein processing / export,OG0010318
OG0010510::H2,HSP17.4B,17.4 kDa class III heat shock protein,Protein processing / export,OG0010510
OG0010554::H2,HSP15.4,15.4 kDa class V heat shock protein,Protein processing / export,OG0010554
OG0010872::H1,SCY1,Preprotein translocase subunit SCY1%2C chloroplastic,Protein processing / export,OG0010872
OG0010987::H2,HSP21,Small heat shock protein%2C chloroplastic,Protein processing / export,OG0010987
OG0011070::H2,PSL4,Glucosidase 2 subunit beta,Protein processing / export,OG0011070
OG0027424::H1,MNS4,Alpha-mannosidase I MNS4,Protein processing / export,OG0027424
OG0011496::H2,MNS4,Alpha-mannosidase I MNS4,Protein processing / export,OG0011496
OG0011497::H2,SEC23,Protein transport protein SEC23,Protein processing / export,OG0011497
OG0011639::H1,HSP26.5,26.5 kDa heat shock protein%2C mitochondrial,Protein processing / export,OG0011639
OG0011648::H2,PUX11,Plant UBX domain-containing protein 11,Protein processing / export,OG0011648
OG0012393::NA,HSP15.7,15.7 kDa heat shock protein%2C peroxisomal,Protein processing / export,OG0012393
OG0040237::H2,At4g32640,Protein transport protein Sec24-like At4g32640,Protein processing / export,OG0040237
OG0038877::H1,At4g32640,Protein transport protein Sec24-like At4g32640,Protein processing / export,OG0038877
OG0018307::H1,GET3B,ATPase GET3B,Protein processing / export,OG0018307
OG0025693::H1,HSP70-17,Heat shock 70 kDa protein 17,Protein processing / export,OG0025693
OG0025693::H2,HSP70-17,Heat shock 70 kDa protein 17,Protein processing / export,OG0025693
OG0039934::H2,HSP90-5,Heat shock protein 90-5%2C chloroplastic,Protein processing / export,OG0039934
OG0028078::H1,P58IPK,DnaJ protein P58IPK homolog,Protein processing / export,OG0028078
OG0056331::H2,RAD23C,Ubiquitin receptor RAD23c,Protein processing / export,OG0056331
OG0029315::H2,SEC31B,Protein transport protein SEC31 homolog B,Protein processing / export,OG0029315
OG0028114::H2,SECA2,Protein translocase subunit SECA2%2C chloroplastic,Protein processing / export,OG0028114
OG0042352::NA,PNG1,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,Protein processing / export,OG0042352
OG0056331::NA,RAD23C,Ubiquitin receptor RAD23c,Protein processing / export,OG0056331
OG0017174::NA,HSP90-5,Heat shock protein 90-5%2C chloroplastic,Protein processing / export,OG0017174
OG0018307::NA,GET3B,ATPase GET3B,Protein processing / export,OG0018307
OG0015192::NA,HSP90-1,Heat shock protein 90-1,Protein processing / export,OG0015192
OG0042325::NA,PUX4,Plant UBX domain-containing protein 4,Protein processing / export,OG0042325
OG0022182::NA,HSP90-1,Heat shock protein 90-1,Protein processing / export,OG0022182
OG0025693::NA,HSP70-17,Heat shock 70 kDa protein 17,Protein processing / export,OG0025693
OG0039934::NA,HSP90-5,Heat shock protein 90-5%2C chloroplastic,Protein processing / export,OG0039934
OG0043002::NA,RIN3,E3 ubiquitin protein ligase RIN3,Protein processing / export,OG0043002
OG0042702::NA,ERDJ2A,DnaJ protein ERDJ2A,Protein processing / export,OG0042702
OG0018774::NA,GET3B,ATPase GET3B,Protein processing / export,OG0018774
OG0027424::NA,MNS4,Alpha-mannosidase I MNS4,Protein processing / export,OG0027424
OG0029466::NA,SUD1,Probable E3 ubiquitin ligase SUD1,Protein processing / export,OG0029466
OG0027832::NA,DER2.2,Derlin-2.2,Protein processing / export,OG0027832
OG0057794::NA,PUX4,Plant UBX domain-containing protein 4,Protein processing / export,OG0057794
OG0024778::NA,IRE1A,Serine/threonine-protein kinase/endoribonuclease IRE1a,Protein processing / export,OG0024778
OG0043019::NA,RAD23C,Ubiquitin receptor RAD23c,Protein processing / export,OG0043019
OG0056996::NA,ATJ49,Chaperone protein dnaJ 49,Protein processing / export,OG0056996
OG0034751::NA,CEF,Protein transport protein Sec24-like CEF,Protein processing / export,OG0034751
OG0033024::NA,CEF,Protein transport protein Sec24-like CEF,Protein processing / export,OG0033024
OG0029315::NA,SEC31B,Protein transport protein SEC31 homolog B,Protein processing / export,OG0029315
OG0038120::NA,DER1,Derlin-1,Protein processing / export,OG0038120
OG0027276::NA,RAD23D,Ubiquitin receptor RAD23d,Protein processing / export,OG0027276
OG0057175::NA,HSP90-1,Heat shock protein 90-1,Protein processing / export,OG0057175
OG0043373::NA,HSP17.6C,17.6 kDa class I heat shock protein 3,Protein processing / export,OG0043373
OG0025931::NA,CRT3,Calreticulin-3,Protein processing / export,OG0025931
OG0032926::NA,ALB4,ALBINO3-like protein 1%2C chloroplastic,Protein processing / export,OG0032926
OG0000596::H1,APT1,Adenine phosphoribosyltransferase 1%2C chloroplastic,Purine and pyrimidine metabolism,OG0000596
OG0000596::H2,APT3,Adenine phosphoribosyltransferase 3,Purine and pyrimidine metabolism,OG0000596
OG0000699::H2,NUDT10,Nudix hydrolase 10,Purine and pyrimidine metabolism,OG0000699
OG0018098::H1,NUDT2,Nudix hydrolase 2,Purine and pyrimidine metabolism,OG0018098
OG0000699::H1,NUDT2,Nudix hydrolase 2,Purine and pyrimidine metabolism,OG0000699
OG0000699::NA,,hypothetical protein,Purine and pyrimidine metabolism,OG0000699
OG0001385::H1,NUDT25,Nudix hydrolase 25,Purine and pyrimidine metabolism,OG0001385
OG0001385::H2,NUDT25,Nudix hydrolase 25,Purine and pyrimidine metabolism,OG0001385
OG0001591::H1,APK1,Adenylyl-sulfate kinase 1%2C chloroplastic,Purine and pyrimidine metabolism,OG0001591
OG0001591::H2,APK1,Adenylyl-sulfate kinase 1%2C chloroplastic,Purine and pyrimidine metabolism,OG0001591
OG0025477::H2,APK3,Adenylyl-sulfate kinase 3,Purine and pyrimidine metabolism,OG0025477
OG0001981::H1,,Nucleoside diphosphate kinase B,Purine and pyrimidine metabolism,OG0001981
OG0001981::H2,NDPK2,Nucleoside diphosphate kinase II%2C chloroplastic,Purine and pyrimidine metabolism,OG0001981
OG0002676::H1,ADK-B,Adenylate kinase 4,Purine and pyrimidine metabolism,OG0002676
OG0002676::H2,ADK-B,Adenylate kinase 4,Purine and pyrimidine metabolism,OG0002676
OG0002787::H1,APY2,Apyrase 2,Purine and pyrimidine metabolism,OG0002787
OG0002787::H2,APY2,Apyrase 2,Purine and pyrimidine metabolism,OG0002787
OG0002999::H2,AMPD,AMP deaminase,Purine and pyrimidine metabolism,OG0002999
OG0002999::H1,AMPD,AMP deaminase,Purine and pyrimidine metabolism,OG0002999
OG0003323::H2,PUR2,Phosphoribosylamine--glycine ligase%2C chloroplastic,Purine and pyrimidine metabolism,OG0003323
OG0003323::NA,PUR2,Phosphoribosylamine--glycine ligase%2C chloroplastic,Purine and pyrimidine metabolism,OG0003323
OG0003367::H1,Os03g0130400,Probable adenylate kinase 1%2C chloroplastic,Purine and pyrimidine metabolism,OG0003367
OG0003367::H2,Os03g0130400,Probable adenylate kinase 1%2C chloroplastic,Purine and pyrimidine metabolism,OG0003367
OG0003518::H1,surE,5'-nucleotidase SurE,Purine and pyrimidine metabolism,OG0003518
OG0003562::H1,ADK2,Adenosine kinase 2,Purine and pyrimidine metabolism,OG0003562
OG0003562::H2,ADK2,Adenosine kinase 2,Purine and pyrimidine metabolism,OG0003562
OG0029337::H2,ADK2,Adenosine kinase 2,Purine and pyrimidine metabolism,OG0029337
OG0056452::H2,ADK1,Adenosine kinase 1,Purine and pyrimidine metabolism,OG0056452
OG0003634::H1,hdd1,5'-deoxynucleotidase hdd1,Purine and pyrimidine metabolism,OG0003634
OG0003771::H2,APY6,Probable apyrase 6,Purine and pyrimidine metabolism,OG0003771
OG0034352::H2,APY6,Probable apyrase 6,Purine and pyrimidine metabolism,OG0034352
OG0004086::H1,purB,Adenylosuccinate lyase,Purine and pyrimidine metabolism,OG0004086
OG0004086::H2,purB,Adenylosuccinate lyase,Purine and pyrimidine metabolism,OG0004086
OG0004232::H2,PURA2,Adenylosuccinate synthetase 2%2C chloroplastic,Purine and pyrimidine metabolism,OG0004232
OG0004232::H1,PURA2,Adenylosuccinate synthetase 2%2C chloroplastic,Purine and pyrimidine metabolism,OG0004232
OG0004305::H1,surE,5'-nucleotidase SurE,Purine and pyrimidine metabolism,OG0004305
OG0004305::H2,surE,5'-nucleotidase SurE,Purine and pyrimidine metabolism,OG0004305
OG0004343::H1,At1g74260,Probable phosphoribosylformylglycinamidine synthase%2C chloroplastic/mitochondrial,Purine and pyrimidine metabolism,OG0004343
OG0004343::H2,At1g74260,Probable phosphoribosylformylglycinamidine synthase%2C chloroplastic/mitochondrial,Purine and pyrimidine metabolism,OG0004343
OG0004388::H1,purH,Bifunctional purine biosynthesis protein PurH,Purine and pyrimidine metabolism,OG0004388
OG0004388::H2,purH,Bifunctional purine biosynthesis protein PurH,Purine and pyrimidine metabolism,OG0004388
OG0004444::H1,PUR5,Phosphoribosylformylglycinamidine cyclo-ligase%2C chloroplastic/mitochondrial,Purine and pyrimidine metabolism,OG0004444
OG0004444::H2,PUR5,Phosphoribosylformylglycinamidine cyclo-ligase%2C chloroplastic/mitochondrial,Purine and pyrimidine metabolism,OG0004444
OG0004634::H1,ASE2,Amidophosphoribosyltransferase 2%2C chloroplastic,Purine and pyrimidine metabolism,OG0004634
OG0004634::H2,ASE2,Amidophosphoribosyltransferase 2%2C chloroplastic,Purine and pyrimidine metabolism,OG0004634
OG0029365::H2,ASE2,Amidophosphoribosyltransferase 2%2C chloroplastic,Purine and pyrimidine metabolism,OG0029365
OG0004790::H1,GK-2,Guanylate kinase 2,Purine and pyrimidine metabolism,OG0004790
OG0004790::H2,GK-2,Guanylate kinase 2,Purine and pyrimidine metabolism,OG0004790
OG0004842::H1,,Venom phosphodiesterase,Purine and pyrimidine metabolism,OG0004842
OG0004842::H2,,Venom phosphodiesterase 2,Purine and pyrimidine metabolism,OG0004842
OG0005022::H2,RSH3,Probable GTP diphosphokinase RSH3%2C chloroplastic,Purine and pyrimidine metabolism,OG0005022
OG0005356::H1,RSH1,Putative GTP diphosphokinase RSH1%2C chloroplastic,Purine and pyrimidine metabolism,OG0005356
OG0005356::H2,RSH1,Putative GTP diphosphokinase RSH1%2C chloroplastic,Purine and pyrimidine metabolism,OG0005356
OG0005356::NA,RSH1,Putative GTP diphosphokinase RSH1%2C chloroplastic,Purine and pyrimidine metabolism,OG0005356
OG0005536::H2,FHIT,Bifunctional bis(5'-adenosyl)-triphosphatase/adenylylsulfatase FHIT,Purine and pyrimidine metabolism,OG0005536
OG0005536::H1,FHIT,Bifunctional bis(5'-adenosyl)-triphosphatase/adenylylsulfatase FHIT,Purine and pyrimidine metabolism,OG0005536
OG0005579::H1,NDK4,Nucleoside diphosphate kinase IV%2C chloroplastic/mitochondrial,Purine and pyrimidine metabolism,OG0005579
OG0005593::H1,INRPK1,Receptor-like protein kinase,Purine and pyrimidine metabolism,OG0005593
OG0005593::H2,INRPK1,Receptor-like protein kinase,Purine and pyrimidine metabolism,OG0005593
OG0006148::H2,GK3,Guanylate kinase 3%2C chloroplastic,Purine and pyrimidine metabolism,OG0006148
OG0006181::H1,PUR7,Phosphoribosylaminoimidazole-succinocarboxamide synthase%2C chloroplastic,Purine and pyrimidine metabolism,OG0006181
OG0006181::H2,PUR7,Phosphoribosylaminoimidazole-succinocarboxamide synthase%2C chloroplastic,Purine and pyrimidine metabolism,OG0006181
OG0006205::H2,At1g16350,Inosine-5'-monophosphate dehydrogenase 2,Purine and pyrimidine metabolism,OG0006205
OG0006205::NA,At1g16350,Inosine-5'-monophosphate dehydrogenase 2,Purine and pyrimidine metabolism,OG0006205
OG0006331::H2,AAH2,Allantoate deiminase 2,Purine and pyrimidine metabolism,OG0006331
OG0006423::H1,At4g24730,Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase,Purine and pyrimidine metabolism,OG0006423
OG0006487::H1,PURKE,Phosphoribosylaminoimidazole carboxylase%2C chloroplastic (Fragment),Purine and pyrimidine metabolism,OG0006487
OG0006487::H2,PURKE,Phosphoribosylaminoimidazole carboxylase%2C chloroplastic (Fragment),Purine and pyrimidine metabolism,OG0006487
OG0006513::H1,guaA,GMP synthase [glutamine-hydrolyzing],Purine and pyrimidine metabolism,OG0006513
OG0006513::H2,guaA,GMP synthase [glutamine-hydrolyzing],Purine and pyrimidine metabolism,OG0006513
OG0007590::H1,NUDT23,Nudix hydrolase 23%2C chloroplastic,Purine and pyrimidine metabolism,OG0007590
OG0008447::H2,XDH1,Xanthine dehydrogenase 1,Purine and pyrimidine metabolism,OG0008447
OG0008451::H1,TTL,Uric acid degradation bifunctional protein TTL,Purine and pyrimidine metabolism,OG0008451
OG0008667::H2,VIT_05s0051g00580,Inosine triphosphate pyrophosphatase,Purine and pyrimidine metabolism,OG0008667
OG0008964::H1,PUR3,Phosphoribosylglycinamide formyltransferase%2C chloroplastic,Purine and pyrimidine metabolism,OG0008964
OG0009082::H1,UGLYAH,(S)-ureidoglycine aminohydrolase,Purine and pyrimidine metabolism,OG0009082
OG0009086::H1,AAK6,Adenylate kinase isoenzyme 6 homolog,Purine and pyrimidine metabolism,OG0009086
OG0009773::H2,ALN,Allantoinase,Purine and pyrimidine metabolism,OG0009773
OG0009871::H2,NTPCR,Cancer-related nucleoside-triphosphatase homolog,Purine and pyrimidine metabolism,OG0009871
OG0010169::H1,URIII,Uricase-2,Purine and pyrimidine metabolism,OG0010169
OG0010578::H2,CRSH,Probable GTP diphosphokinase CRSH%2C chloroplastic,Purine and pyrimidine metabolism,OG0010578
OG0010578::NA,CRSH,Probable GTP diphosphokinase CRSH%2C chloroplastic,Purine and pyrimidine metabolism,OG0010578
OG0010767::H2,UAH,Ureidoglycolate hydrolase,Purine and pyrimidine metabolism,OG0010767
OG0010983::H1,hpt,Hypoxanthine-guanine phosphoribosyltransferase,Purine and pyrimidine metabolism,OG0010983
OG0018320::H2,AMPD,AMP deaminase,Purine and pyrimidine metabolism,OG0018320
OG0018320::NA,AMPD,AMP deaminase,Purine and pyrimidine metabolism,OG0018320
OG0034287::NA,At1g74260,Probable phosphoribosylformylglycinamidine synthase%2C chloroplastic/mitochondrial,Purine and pyrimidine metabolism,OG0034287
OG0016606::NA,At1g74260,Probable phosphoribosylformylglycinamidine synthase%2C chloroplastic/mitochondrial,Purine and pyrimidine metabolism,OG0016606
OG0029365::NA,ASE2,Amidophosphoribosyltransferase 2%2C chloroplastic,Purine and pyrimidine metabolism,OG0029365
OG0058082::NA,PUR2,Phosphoribosylamine--glycine ligase%2C chloroplastic,Purine and pyrimidine metabolism,OG0058082
OG0032223::NA,APT5,Adenine phosphoribosyltransferase 5,Purine and pyrimidine metabolism,OG0032223
OG0040363::NA,APT5,Adenine phosphoribosyltransferase 5,Purine and pyrimidine metabolism,OG0040363
OG0043340::NA,PUR2,Phosphoribosylamine--glycine ligase%2C chloroplastic,Purine and pyrimidine metabolism,OG0043340
OG0057552::NA,NUDT25,Nudix hydrolase 25,Purine and pyrimidine metabolism,OG0057552
OG0058053::NA,NDK1,Nucleoside diphosphate kinase 1,Purine and pyrimidine metabolism,OG0058053
OG0000855::H1,UKL1,Uridine/cytidine kinase UKL1%2C chloroplastic,Purine and pyrimidine metabolism,OG0000855
OG0018261::H1,UKL2,Uridine/cytidine kinase UKL1%2C chloroplastic,Purine and pyrimidine metabolism,OG0018261
